Title,Date,Year,Month,Month_Name,Day,Weekday,Series,Episode
"Formula 1: Drive to Survive: Temporada 6: ¡Vamos, Ferrari!",2024-09-20,2024,9,September,20,Friday,Formula 1,"Drive to Survive: Temporada 6: ¡Vamos, Ferrari!"
Formula 1: Drive to Survive: Temporada 6: C'est la vie,2024-09-20,2024,9,September,20,Friday,Formula 1,Drive to Survive: Temporada 6: C'est la vie
¿Y ahora qué? El futuro según Bill Gates: Temporada 1: ¿Qué hará la IA por/con nosotros?,2024-09-19,2024,9,September,19,Thursday,¿Y ahora qué? El futuro según Bill Gates,Temporada 1: ¿Qué hará la IA por/con nosotros?
Entre las llamas: La hija perdida: Temporada 1: Parte 2,2024-09-15,2024,9,September,15,Sunday,Entre las llamas,La hija perdida: Temporada 1: Parte 2
Entre las llamas: La hija perdida: Temporada 1: Parte 1,2024-09-15,2024,9,September,15,Sunday,Entre las llamas,La hija perdida: Temporada 1: Parte 1
Al descubierto: El ladrón de señales,2024-09-02,2024,9,September,2,Monday,Al descubierto,El ladrón de señales
Duro de cuidar,2024-08-30,2024,8,August,30,Friday,Duro de cuidar,
Al descubierto: El asesinato de Air McNair,2024-08-24,2024,8,August,24,Saturday,Al descubierto,El asesinato de Air McNair
No puedo vivir sin ti,2024-08-20,2024,8,August,20,Tuesday,No puedo vivir sin ti,
Ambulancia,2024-08-19,2024,8,August,19,Monday,Ambulancia,
El Sindicato,2024-08-19,2024,8,August,19,Monday,El Sindicato,
American Murder: Laci Peterson: Temporada 1: Lo que dicen de mí es mentira,2024-08-18,2024,8,August,18,Sunday,American Murder,Laci Peterson: Temporada 1: Lo que dicen de mí es mentira
American Murder: Laci Peterson: Temporada 1: ¿Cómo que está perdida?,2024-08-18,2024,8,August,18,Sunday,American Murder,Laci Peterson: Temporada 1: ¿Cómo que está perdida?
Asesinato para principiantes: Temporada 1: Episodio 4,2024-08-11,2024,8,August,11,Sunday,Asesinato para principiantes,Temporada 1: Episodio 4
Asesinato para principiantes: Temporada 1: Episodio 3,2024-08-11,2024,8,August,11,Sunday,Asesinato para principiantes,Temporada 1: Episodio 3
Asesinato para principiantes: Temporada 1: Episodio 2,2024-08-11,2024,8,August,11,Sunday,Asesinato para principiantes,Temporada 1: Episodio 2
Asesinato para principiantes: Temporada 1: Episodio 1,2024-08-11,2024,8,August,11,Sunday,Asesinato para principiantes,Temporada 1: Episodio 1
Dirty Pop: La estafa detrás de las boy bands: Miniserie: La mente maestra del pop,2024-08-11,2024,8,August,11,Sunday,Dirty Pop,La estafa detrás de las boy bands: Miniserie: La mente maestra del pop
El caso Yara Gambirasio: Más allá de toda duda razonable: Miniserie: Episodio 2,2024-07-28,2024,7,July,28,Sunday,El caso Yara Gambirasio,Más allá de toda duda razonable: Miniserie: Episodio 2
El caso Yara Gambirasio: Más allá de toda duda razonable: Miniserie: Episodio 1,2024-07-28,2024,7,July,28,Sunday,El caso Yara Gambirasio,Más allá de toda duda razonable: Miniserie: Episodio 1
The Umbrella Academy: Temporada 2: Volver a empezar,2024-07-26,2024,7,July,26,Friday,The Umbrella Academy,Temporada 2: Volver a empezar
Cobra Kai: Temporada 6: Lo mejor de lo mejor,2024-07-20,2024,7,July,20,Saturday,Cobra Kai,Temporada 6: Lo mejor de lo mejor
Cobra Kai: Temporada 6: Subestimados,2024-07-20,2024,7,July,20,Saturday,Cobra Kai,Temporada 6: Subestimados
Cobra Kai: Temporada 1: As degenerado,2024-07-20,2024,7,July,20,Saturday,Cobra Kai,Temporada 1: As degenerado
Cobra Kai: Temporada 6: Pijamada,2024-07-20,2024,7,July,20,Saturday,Cobra Kai,Temporada 6: Pijamada
Cobra Kai: Temporada 6: El premio,2024-07-20,2024,7,July,20,Saturday,Cobra Kai,Temporada 6: El premio
Cobra Kai: Temporada 6: Tiempos de paz,2024-07-19,2024,7,July,19,Friday,Cobra Kai,Temporada 6: Tiempos de paz
La ley de los audaces: Temporada 7: Arriesgarse en el juego,2024-07-13,2024,7,July,13,Saturday,La ley de los audaces,Temporada 7: Arriesgarse en el juego
La ley de los audaces: Temporada 9: Lo que sea necesario,2024-07-13,2024,7,July,13,Saturday,La ley de los audaces,Temporada 9: Lo que sea necesario
Lupin: Parte 3: Capítulo 6,2024-07-13,2024,7,July,13,Saturday,Lupin,Parte 3: Capítulo 6
Lupin: Parte 3: Capítulo 5,2024-07-13,2024,7,July,13,Saturday,Lupin,Parte 3: Capítulo 5
Lupin: Parte 1: Capítulo 1,2024-07-13,2024,7,July,13,Saturday,Lupin,Parte 1: Capítulo 1
Goyo,2024-07-09,2024,7,July,9,Tuesday,Goyo,
Misión: Imposible - Sentencia mortal,2024-07-08,2024,7,July,8,Monday,Misión,Imposible - Sentencia mortal
El hombre de los 1000 hijos: Miniserie: Episodio 3,2024-07-07,2024,7,July,7,Sunday,El hombre de los 1000 hijos,Miniserie: Episodio 3
El hombre de los 1000 hijos: Miniserie: Episodio 2,2024-07-07,2024,7,July,7,Sunday,El hombre de los 1000 hijos,Miniserie: Episodio 2
El hombre de los 1000 hijos: Miniserie: Episodio 1,2024-07-07,2024,7,July,7,Sunday,El hombre de los 1000 hijos,Miniserie: Episodio 1
Un detective suelto en Hollywood: Axel F.,2024-07-04,2024,7,July,4,Thursday,Un detective suelto en Hollywood,Axel F.
Clanes: Temporada 1: Episodio 2,2024-06-30,2024,6,June,30,Sunday,Clanes,Temporada 1: Episodio 2
Clanes: Temporada 1: Episodio 1,2024-06-30,2024,6,June,30,Sunday,Clanes,Temporada 1: Episodio 1
Un detective suelto en Hollywood II,2024-06-29,2024,6,June,29,Saturday,Un detective suelto en Hollywood II,
Todo un hombre: Miniserie: El día del juicio,2024-06-23,2024,6,June,23,Sunday,Todo un hombre,Miniserie: El día del juicio
Todo un hombre: Miniserie: La hora de la verdad,2024-06-21,2024,6,June,21,Friday,Todo un hombre,Miniserie: La hora de la verdad
"Todo un hombre: Miniserie: Tic, tac",2024-06-21,2024,6,June,21,Friday,Todo un hombre,"Miniserie: Tic, tac"
Todo un hombre: Miniserie: La ruina,2024-06-21,2024,6,June,21,Friday,Todo un hombre,Miniserie: La ruina
Todo un hombre: Miniserie: Una derrota aplastante,2024-06-21,2024,6,June,21,Friday,Todo un hombre,Miniserie: Una derrota aplastante
Todo un hombre: Miniserie: Alforjas,2024-06-20,2024,6,June,20,Thursday,Todo un hombre,Miniserie: Alforjas
El asesino,2024-06-17,2024,6,June,17,Monday,El asesino,
En equipo: El triplete del Manchester City: Miniserie: Debemos hacernos responsables,2024-06-16,2024,6,June,16,Sunday,En equipo,El triplete del Manchester City: Miniserie: Debemos hacernos responsables
En equipo: El triplete del Manchester City: Miniserie: Somos los mismos,2024-06-16,2024,6,June,16,Sunday,En equipo,El triplete del Manchester City: Miniserie: Somos los mismos
Eric: Miniserie: Episodio 6,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 6
Eric: Miniserie: Episodio 5,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 5
Eric: Miniserie: Episodio 4,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 4
Eric: Miniserie: Episodio 3,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 3
Eric: Miniserie: Episodio 2,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 2
Eric: Miniserie: Episodio 1,2024-06-09,2024,6,June,9,Sunday,Eric,Miniserie: Episodio 1
Atlas,2024-06-06,2024,6,June,6,Thursday,Atlas,
Bodkin: Temporada 1: Muéstrame lo que traes,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: Muéstrame lo que traes
Bodkin: Temporada 1: El fin justifica los medios,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: El fin justifica los medios
Bodkin: Temporada 1: La paz de nuestros tiempos,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: La paz de nuestros tiempos
Bodkin: Temporada 1: Veneno o algo así,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: Veneno o algo así
Bodkin: Temporada 1: Una vida inocente,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: Una vida inocente
Bodkin: Temporada 1: Quiénes somos,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: Quiénes somos
Bodkin: Temporada 1: Un verdadero misterio,2024-05-26,2024,5,May,26,Sunday,Bodkin,Temporada 1: Un verdadero misterio
El vendedor de ilusiones: El caso Generación Zoe,2024-05-24,2024,5,May,24,Friday,El vendedor de ilusiones,El caso Generación Zoe
El Rey del Cachopo: Miniserie: A cuerpo de Rey,2024-05-19,2024,5,May,19,Sunday,El Rey del Cachopo,Miniserie: A cuerpo de Rey
Engaños: Miniserie: Episodio 8,2024-05-13,2024,5,May,13,Monday,Engaños,Miniserie: Episodio 8
Engaños: Miniserie: Episodio 7,2024-05-13,2024,5,May,13,Monday,Engaños,Miniserie: Episodio 7
Engaños: Miniserie: Episodio 6,2024-05-13,2024,5,May,13,Monday,Engaños,Miniserie: Episodio 6
Engaños: Miniserie: Episodio 5,2024-05-13,2024,5,May,13,Monday,Engaños,Miniserie: Episodio 5
Antares de la Luz: La secta del fin del mundo,2024-05-12,2024,5,May,12,Sunday,Antares de la Luz,La secta del fin del mundo
Engaños: Miniserie: Episodio 4,2024-05-06,2024,5,May,6,Monday,Engaños,Miniserie: Episodio 4
Engaños: Miniserie: Episodio 3,2024-05-06,2024,5,May,6,Monday,Engaños,Miniserie: Episodio 3
Engaños: Miniserie: Episodio 2,2024-05-05,2024,5,May,5,Sunday,Engaños,Miniserie: Episodio 2
Engaños: Miniserie: Episodio 1,2024-05-05,2024,5,May,5,Sunday,Engaños,Miniserie: Episodio 1
Conspiraciones de EE. UU.: Los asesinatos del Pulpo: Temporada 1: El fin,2024-04-28,2024,4,April,28,Sunday,Conspiraciones de EE. UU.,Los asesinatos del Pulpo: Temporada 1: El fin
Expedientes de lo inexplicable: Temporada 1: Archivo: Abducción alienígena en Pascagoula,2024-04-27,2024,4,April,27,Saturday,Expedientes de lo inexplicable,Temporada 1: Archivo: Abducción alienígena en Pascagoula
Rebel Moon (Parte uno): La niña del fuego,2024-04-27,2024,4,April,27,Saturday,Rebel Moon (Parte uno),La niña del fuego
Bebé reno: Miniserie: Episodio 6,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 6
Bebé reno: Miniserie: Episodio 5,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 5
Bebé reno: Miniserie: Episodio 4,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 4
Bebé reno: Miniserie: Episodio 3,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 3
Bebé reno: Miniserie: Episodio 2,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 2
Bebé reno: Miniserie: Episodio 1,2024-04-20,2024,4,April,20,Saturday,Bebé reno,Miniserie: Episodio 1
RIPLEY: Miniserie: II: SIETE OBRAS DE MISERICORDIA,2024-04-18,2024,4,April,18,Thursday,RIPLEY,Miniserie: II: SIETE OBRAS DE MISERICORDIA
RIPLEY: Miniserie: I: UN HOMBRE DIFÍCIL DE ENCONTRAR,2024-04-18,2024,4,April,18,Thursday,RIPLEY,Miniserie: I: UN HOMBRE DIFÍCIL DE ENCONTRAR
¿Qué hizo Jennifer?,2024-04-14,2024,4,April,14,Sunday,¿Qué hizo Jennifer?,
Comodines,2024-04-02,2024,4,April,2,Tuesday,Comodines,
Bandidos: Temporada 1: El mapa,2024-03-28,2024,3,March,28,Thursday,Bandidos,Temporada 1: El mapa
El caso Outreau: Una pesadilla francesa: Miniserie: Justicia,2024-03-28,2024,3,March,28,Thursday,El caso Outreau,Una pesadilla francesa: Miniserie: Justicia
El caso Outreau: Una pesadilla francesa: Miniserie: El juicio,2024-03-28,2024,3,March,28,Thursday,El caso Outreau,Una pesadilla francesa: Miniserie: El juicio
El caso Outreau: Una pesadilla francesa: Miniserie: Fuera de control,2024-03-28,2024,3,March,28,Thursday,El caso Outreau,Una pesadilla francesa: Miniserie: Fuera de control
El caso Outreau: Una pesadilla francesa: Miniserie: La torre,2024-03-28,2024,3,March,28,Thursday,El caso Outreau,Una pesadilla francesa: Miniserie: La torre
Mano de hierro: Temporada 1: Long Live the King,2024-03-17,2024,3,March,17,Sunday,Mano de hierro,Temporada 1: Long Live the King
Mano de hierro: Temporada 1: The Law of the Port,2024-03-17,2024,3,March,17,Sunday,Mano de hierro,Temporada 1: The Law of the Port
Formula 1: Drive to Survive: Temporada 6: Salto de fe,2024-03-11,2024,3,March,11,Monday,Formula 1,Drive to Survive: Temporada 6: Salto de fe
Formula 1: Drive to Survive: Temporada 6: Guerra civil,2024-03-10,2024,3,March,10,Sunday,Formula 1,Drive to Survive: Temporada 6: Guerra civil
Formula 1: Drive to Survive: Temporada 6: El último capítulo,2024-03-08,2024,3,March,8,Friday,Formula 1,Drive to Survive: Temporada 6: El último capítulo
Formula 1: Drive to Survive: Temporada 6: Bajo presión,2024-03-08,2024,3,March,8,Friday,Formula 1,Drive to Survive: Temporada 6: Bajo presión
Formula 1: Drive to Survive: Temporada 6: Perder el prestigio,2024-03-04,2024,3,March,4,Monday,Formula 1,Drive to Survive: Temporada 6: Perder el prestigio
Formula 1: Drive to Survive: Temporada 6: El que paga manda,2024-03-04,2024,3,March,4,Monday,Formula 1,Drive to Survive: Temporada 6: El que paga manda
El turista: Temporada 1: Episodio 6,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 6
El turista: Temporada 1: Episodio 5,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 5
El turista: Temporada 1: Episodio 4,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 4
El turista: Temporada 1: Episodio 3,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 3
El turista: Temporada 1: Episodio 2,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 2
El turista: Temporada 1: Episodio 1,2024-02-18,2024,2,February,18,Sunday,El turista,Temporada 1: Episodio 1
Black Mirror: Temporada 6: Mazey Day,2024-02-16,2024,2,February,16,Friday,Black Mirror,Temporada 6: Mazey Day
Crímenes: Temporada 2: Piris,2024-02-13,2024,2,February,13,Tuesday,Crímenes,Temporada 2: Piris
Crímenes: Temporada 1: Jubany part II,2024-02-13,2024,2,February,13,Tuesday,Crímenes,Temporada 1: Jubany part II
Crímenes: Temporada 1: Jubany part I,2024-02-13,2024,2,February,13,Tuesday,Crímenes,Temporada 1: Jubany part I
Crímenes: Temporada 1: Machala,2024-02-13,2024,2,February,13,Tuesday,Crímenes,Temporada 1: Machala
Capitanes del mundo: Temporada 1: ¿Dónde está Messi?,2024-02-05,2024,2,February,5,Monday,Capitanes del mundo,Temporada 1: ¿Dónde está Messi?
Capitanes del mundo: Temporada 1: Grandes esperanzas,2024-02-05,2024,2,February,5,Monday,Capitanes del mundo,Temporada 1: Grandes esperanzas
La Purga por siempre,2024-02-05,2024,2,February,5,Monday,La Purga por siempre,
El increíble mundo de Gumball: Temporada 2: Los caballeros / El coloso,2024-02-05,2024,2,February,5,Monday,El increíble mundo de Gumball,Temporada 2: Los caballeros / El coloso
Reptiles,2024-02-05,2024,2,February,5,Monday,Reptiles,
Entrevías: Temporada 2: Si me matan,2024-01-28,2024,1,January,28,Sunday,Entrevías,Temporada 2: Si me matan
Entrevías: Temporada 2: Un polo naranja,2024-01-28,2024,1,January,28,Sunday,Entrevías,Temporada 2: Un polo naranja
Entrevías: Temporada 2: Todo por amor,2024-01-28,2024,1,January,28,Sunday,Entrevías,Temporada 2: Todo por amor
Entrevías: Temporada 2: La cruda verdad,2024-01-25,2024,1,January,25,Thursday,Entrevías,Temporada 2: La cruda verdad
Pesadilla de un secuestro en California: Temporada 1: Tercera parte: Los otros,2024-01-21,2024,1,January,21,Sunday,Pesadilla de un secuestro en California,Temporada 1: Tercera parte: Los otros
Entrevías: Temporada 2: Padres e hijos,2024-01-20,2024,1,January,20,Saturday,Entrevías,Temporada 2: Padres e hijos
Entrevías: Temporada 2: Escucha al corazón,2024-01-20,2024,1,January,20,Saturday,Entrevías,Temporada 2: Escucha al corazón
Entrevías: Temporada 2: Un vagón olvidado,2024-01-12,2024,1,January,12,Friday,Entrevías,Temporada 2: Un vagón olvidado
¿Quién es Erin Carter?: Miniserie: Episodio 7,2024-01-08,2024,1,January,8,Monday,¿Quién es Erin Carter?,Miniserie: Episodio 7
¿Quién es Erin Carter?: Miniserie: Episodio 1,2024-01-08,2024,1,January,8,Monday,¿Quién es Erin Carter?,Miniserie: Episodio 1
Criptoestafas,2024-01-06,2024,1,January,6,Saturday,Criptoestafas,
¿Quién es Erin Carter?: Miniserie: Episodio 6,2024-01-05,2024,1,January,5,Friday,¿Quién es Erin Carter?,Miniserie: Episodio 6
¿Quién es Erin Carter?: Miniserie: Episodio 5,2024-01-05,2024,1,January,5,Friday,¿Quién es Erin Carter?,Miniserie: Episodio 5
¿Quién es Erin Carter?: Miniserie: Episodio 4,2024-01-01,2024,1,January,1,Monday,¿Quién es Erin Carter?,Miniserie: Episodio 4
¿Quién es Erin Carter?: Miniserie: Episodio 3,2023-12-30,2023,12,December,30,Saturday,¿Quién es Erin Carter?,Miniserie: Episodio 3
¿Quién es Erin Carter?: Miniserie: Episodio 2,2023-12-30,2023,12,December,30,Saturday,¿Quién es Erin Carter?,Miniserie: Episodio 2
Punto ciego: Temporada 1: Un grito perdido,2023-12-23,2023,12,December,23,Saturday,Punto ciego,Temporada 1: Un grito perdido
Punto ciego: Temporada 1: Piloto,2023-12-23,2023,12,December,23,Saturday,Punto ciego,Temporada 1: Piloto
Playlist: Miniserie: La visión,2023-12-22,2023,12,December,22,Friday,Playlist,Miniserie: La visión
Historia de un Crimen: Mauricio Leal,2023-12-17,2023,12,December,17,Sunday,Historia de un Crimen,Mauricio Leal
Entrevías: Temporada 2: Colgar la casaca,2023-12-16,2023,12,December,16,Saturday,Entrevías,Temporada 2: Colgar la casaca
Dejar el mundo atrás,2023-12-15,2023,12,December,15,Friday,Dejar el mundo atrás,
El gran cirujano del engaño: Temporada 1: Episodio 3,2023-12-11,2023,12,December,11,Monday,El gran cirujano del engaño,Temporada 1: Episodio 3
El gran cirujano del engaño: Temporada 1: Episodio 2,2023-12-11,2023,12,December,11,Monday,El gran cirujano del engaño,Temporada 1: Episodio 2
El gran cirujano del engaño: Temporada 1: Episodio 1,2023-12-10,2023,12,December,10,Sunday,El gran cirujano del engaño,Temporada 1: Episodio 1
La ley de los audaces: Temporada 9: Si te queda el zapato...,2023-12-06,2023,12,December,6,Wednesday,La ley de los audaces,Temporada 9: Si te queda el zapato...
Lupin: Parte 3: Capítulo 7,2023-12-04,2023,12,December,4,Monday,Lupin,Parte 3: Capítulo 7
Lupin: Parte 3: Capítulo 4,2023-12-01,2023,12,December,1,Friday,Lupin,Parte 3: Capítulo 4
Lupin: Parte 3: Capítulo 3,2023-12-01,2023,12,December,1,Friday,Lupin,Parte 3: Capítulo 3
Robbie Williams: Miniserie: Parte 3: Encuentros cercanos,2023-11-25,2023,11,November,25,Saturday,Robbie Williams,Miniserie: Parte 3: Encuentros cercanos
Llamas Gemelas: Cómo apagar el fuego: Temporada 1: Jugar con fuego,2023-11-19,2023,11,November,19,Sunday,Llamas Gemelas,Cómo apagar el fuego: Temporada 1: Jugar con fuego
Llamas Gemelas: Cómo apagar el fuego: Temporada 1: Espejismo,2023-11-19,2023,11,November,19,Sunday,Llamas Gemelas,Cómo apagar el fuego: Temporada 1: Espejismo
La ley de los audaces: Temporada 3: Debes saber cuándo dejarlos,2023-11-19,2023,11,November,19,Sunday,La ley de los audaces,Temporada 3: Debes saber cuándo dejarlos
Cómo se convirtieron en capos de la mafia: Temporada 1: Con fidelidad a lo establecido,2023-11-19,2023,11,November,19,Sunday,Cómo se convirtieron en capos de la mafia,Temporada 1: Con fidelidad a lo establecido
Cómo se convirtieron en capos de la mafia: Temporada 1: Con un liderazgo basado en el miedo,2023-11-19,2023,11,November,19,Sunday,Cómo se convirtieron en capos de la mafia,Temporada 1: Con un liderazgo basado en el miedo
Cómo se convirtieron en capos de la mafia: Temporada 1: Con estrategias más eficientes,2023-11-19,2023,11,November,19,Sunday,Cómo se convirtieron en capos de la mafia,Temporada 1: Con estrategias más eficientes
